Position,Track Name,Artist,Streams,ID,startingDate
1,Despacito - Remix,Luis Fonsi,44044159,5CtI0qwDJkDQGwXD1H1cLb,2017-06-23
2,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,32066635,1OAh8uOEOvTDqkKFsKksCi,2017-06-23
3,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,31164321,3DXncPQOG4VBw3QHh3S817,2017-06-23
4,2U (feat. Justin Bieber),David Guetta,27636261,3A7qX2QjDlPnazUsRk5y0M,2017-06-23
5,Shape of You,Ed Sheeran,24943522,7qiZfU4dY1lWllzX7mPBI3,2017-06-23
6,Unforgettable,French Montana,23000310,1F2HXIJrE2Xn81OzT2zZvW,2017-06-23
7,Attention,Charlie Puth,21328515,4iLqG9SeJSnt0cSPICSjxv,2017-06-23
8,Thunder,Imagine Dragons,21104495,0tKcYR2II1VCQWT79i5NrW,2017-06-23
9,Strip That Down,Liam Payne,19868893,6EpRaXYhGOB3fj4V2uDkMJ,2017-06-23
10,There's Nothing Holdin' Me Back,Shawn Mendes,18975962,79cuOz3SPQTuFrp8WgftAu,2017-06-23
11,HUMBLE.,Kendrick Lamar,18597785,7KXjTSCq5nL1LoYtL7XAwS,2017-06-23
12,Despacito (Featuring Daddy Yankee),Luis Fonsi,18258492,4aWmUDTfIPGksMNLV2rQP2,2017-06-23
13,Mama,Jonas Blue,18237708,4xlrALxuaCf9yZBHJeTSG6,2017-06-23
14,XO TOUR Llif3,Lil Uzi Vert,17999280,2eMwDehkIC1j68U6FA3Eiq,2017-06-23
15,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,17345850,6kex4EBAj0WHXDKZMEJaaF,2017-06-23
16,Believer,Imagine Dragons,16884406,0CcQNd8CINkwQfe1RDtGV6,2017-06-23
17,Something Just Like This,The Chainsmokers,16791153,6RUKPb4LETWmmr3iAEQktW,2017-06-23
18,There for You,Martin Garrix,15999733,6jA8HL9i4QGzsj6fjoxp8Y,2017-06-23
19,Stay (with Alessia Cara),Zedd,15408811,0dA2Mk56wEzDgegdC6R17g,2017-06-23
20,Congratulations,Post Malone,14353397,3a1lNhkSLSkpJE4MSHpDu9,2017-06-23
21,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,14344759,5bcTCxgc7xVfSaMV3RuVke,2017-06-23
22,That's What I Like,Bruno Mars,14089908,0KKkJNfGyhkQ5aFogxQAPU,2017-06-23
23,Symphony (feat. Zara Larsson),Clean Bandit,14074609,1x5sYLZiu9r5E43kMlt9f8,2017-06-23
24,Felices los 4,Maluma,14066773,0qYTZCo5Bwh1nsUFGZP3zn,2017-06-23
25,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,13915810,1NDxZ7cFAo481dtYWdrUnR,2017-06-23
26,Signs,Drake,13782201,6Na5uKk5SsqZimk0hAWo8y,2017-06-23
27,Bad Liar,Selena Gomez,13679714,1sCxVKWImDZSZKvG0U9B23,2017-06-23
28,Mask Off,Future,13591114,3rOSwuTsUlJp0Pu0MkN8r8,2017-06-23
29,It Ain't Me (with Selena Gomez),Kygo,13250843,3eR23VReFzcdmS7TYCrhCe,2017-06-23
30,Malibu,Miley Cyrus,13164804,2habSXqcJGExM6JJyskY7O,2017-06-23
31,More Than You Know,Axwell /\ Ingrosso,13022948,4q8PHoRsPUB52LFylX8Ulz,2017-06-23
32,Me Rehúso,Danny Ocean,12946845,6De0lHrwBfPfrhorm9q1Xl,2017-06-23
33,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,12140977,3Ytr1SUCUi6J3L9dRFx5iH,2017-06-23
34,Slow Hands,Niall Horan,12028202,167NczpNbRF7oWakJaY3Hh,2017-06-23
35,Crying in the Club,Camila Cabello,11781110,1SJtlNRJDeYHioymcvsqev,2017-06-23
36,SUBEME LA RADIO,Enrique Iglesias,11629977,7nKBxz47S9SD79N086fuhn,2017-06-23
37,Your Song,Rita Ora,11546731,4c2W3VKsOFoIg2SFaO6DY5,2017-06-23
38,Redbone,Childish Gambino,11525555,3kxfsdsCpFgN412fpnW85Y,2017-06-23
39,First Time,Kygo,11200851,2Gl0FzuLxflY6nPifJp5Dr,2017-06-23
40,No Promises (feat. Demi Lovato),Cheat Codes,11121670,1louJpMmzEicAn7lzDalPW,2017-06-23
41,Slide (feat. Frank Ocean & Migos),Calvin Harris,10827122,7tr2za8SQg2CI8EDgrdtNl,2017-06-23
42,Galway Girl,Ed Sheeran,10500580,0afhq8XCExXpqazXczTSve,2017-06-23
43,Now Or Never,Halsey,10421159,0Nhu3zSYbEz32IYiobV75e,2017-06-23
44,Passionfruit,Drake,10156543,7hDc8b7IXETo14hHIHdnhd,2017-06-23
45,Location,Khalid,10010895,152lZdxL1OR0ZMW6KquMif,2017-06-23
46,1-800-273-8255,Logic,9802629,5tz69p7tJuGPeMGwNTxYuV,2017-06-23
47,Escápate Conmigo,Wisin,9710674,2cnKEkpVUSV4wnjQiTWfH6,2017-06-23
48,DNA.,Kendrick Lamar,9155749,6HZILIRieu8S0iqY8kIKhj,2017-06-23
49,Sign of the Times,Harry Styles,9092047,5Ohxk2dO5COHF1krpoPigN,2017-06-23
50,Swish Swish,Katy Perry,9089524,2kVHAQKVtczchKctctzbtK,2017-06-23
51,Whatever It Takes,Imagine Dragons,8676008,4IWAyPf1KMq7JCyGeCjTeH,2017-06-23
52,Issues,Julia Michaels,8494302,1sXUWdKx03aP9Gmzft58rt,2017-06-23
53,Ahora Dice,Chris Jeday,8030140,22eADXu8DfOAUEDw4vU8qy,2017-06-23
54,Hey DJ,CNCO,7636385,209gZgcfLq2aUuu51vOWBl,2017-06-23
55,OK,Robin Schulz,7483976,3bWAqKDWg6u1davspr5IkS,2017-06-23
56,Most Girls,Hailee Steinfeld,7447165,2mfUa8bLs2s5N4VaqJZ4lZ,2017-06-23
57,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,7440653,5knuzwU65gJK7IF5yJsuaW,2017-06-23
58,Don't Quit (feat. Travis Scott & Jeremih),DJ Khaled,7335678,6LOCAhFzZiavHcLJucLuDy,2017-06-23
59,Rollin (feat. Future & Khalid),Calvin Harris,7316906,0lMbuWUpfTWhEmOKxppEau,2017-06-23
60,BUTTERFLY EFFECT,Travis Scott,7216202,1yxgsra98r3qAtxqiGZPiX,2017-06-23
61,goosebumps,Travis Scott,7067131,6gBFPUFcJLzWGx4lenP6h2,2017-06-23
62,El Amante,Nicky Jam,7037460,3umS4y3uQDkqekNjVpiRUs,2017-06-23
63,iSpy (feat. Lil Yachty),KYLE,6951567,2EEeOnHehOozLq4aS0n6SL,2017-06-23
