Position,Track Name,Artist,Streams,ID,startingDate
1,Despacito - Remix,Luis Fonsi,48663312,5CtI0qwDJkDQGwXD1H1cLb,2017-06-09
2,I'm the One,DJ Khaled,33067187,72Q0FQQo32KJloivv5xge2,2017-06-09
3,2U (feat. Justin Bieber),David Guetta,30412190,3A7qX2QjDlPnazUsRk5y0M,2017-06-09
4,Shape of You,Ed Sheeran,27528001,7qiZfU4dY1lWllzX7mPBI3,2017-06-09
5,HUMBLE.,Kendrick Lamar,23554205,7KXjTSCq5nL1LoYtL7XAwS,2017-06-09
6,Attention,Charlie Puth,22922326,4iLqG9SeJSnt0cSPICSjxv,2017-06-09
7,Unforgettable,French Montana,22421504,1F2HXIJrE2Xn81OzT2zZvW,2017-06-09
8,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,20420851,6kex4EBAj0WHXDKZMEJaaF,2017-06-09
9,Strip That Down,Liam Payne,19956442,6EpRaXYhGOB3fj4V2uDkMJ,2017-06-09
10,There's Nothing Holdin' Me Back,Shawn Mendes,19614320,79cuOz3SPQTuFrp8WgftAu,2017-06-09
11,XO TOUR Llif3,Lil Uzi Vert,19409469,2eMwDehkIC1j68U6FA3Eiq,2017-06-09
12,Despacito (Featuring Daddy Yankee),Luis Fonsi,19392970,4aWmUDTfIPGksMNLV2rQP2,2017-06-09
13,Something Just Like This,The Chainsmokers,18242879,6RUKPb4LETWmmr3iAEQktW,2017-06-09
14,Stay (with Alessia Cara),Zedd,17424859,0dA2Mk56wEzDgegdC6R17g,2017-06-09
15,Mask Off,Future,17206996,3rOSwuTsUlJp0Pu0MkN8r8,2017-06-09
16,Thunder,Imagine Dragons,16927789,56lBX2WHqfGuoeZxZvUnVj,2017-06-09
17,Symphony (feat. Zara Larsson),Clean Bandit,16805335,1x5sYLZiu9r5E43kMlt9f8,2017-06-09
18,Mama,Jonas Blue,16354695,4xlrALxuaCf9yZBHJeTSG6,2017-06-09
19,There for You,Martin Garrix,16281619,6jA8HL9i4QGzsj6fjoxp8Y,2017-06-09
20,That's What I Like,Bruno Mars,15960710,0KKkJNfGyhkQ5aFogxQAPU,2017-06-09
21,Malibu,Miley Cyrus,15819643,2habSXqcJGExM6JJyskY7O,2017-06-09
22,It Ain't Me (with Selena Gomez),Kygo,15769283,3eR23VReFzcdmS7TYCrhCe,2017-06-09
23,Congratulations,Post Malone,15654840,3a1lNhkSLSkpJE4MSHpDu9,2017-06-09
24,Felices los 4,Maluma,15503068,0qYTZCo5Bwh1nsUFGZP3zn,2017-06-09
25,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,14642726,1NDxZ7cFAo481dtYWdrUnR,2017-06-09
26,Bad Liar,Selena Gomez,13504016,1sCxVKWImDZSZKvG0U9B23,2017-06-09
27,No Promises (feat. Demi Lovato),Cheat Codes,13334129,1louJpMmzEicAn7lzDalPW,2017-06-09
28,SUBEME LA RADIO,Enrique Iglesias,13030478,7nKBxz47S9SD79N086fuhn,2017-06-09
29,First Time,Kygo,12893451,2Gl0FzuLxflY6nPifJp5Dr,2017-06-09
30,Me Rehúso,Danny Ocean,12703530,6De0lHrwBfPfrhorm9q1Xl,2017-06-09
31,Sign of the Times,Harry Styles,12656437,5Ohxk2dO5COHF1krpoPigN,2017-06-09
32,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,12565784,3Ytr1SUCUi6J3L9dRFx5iH,2017-06-09
33,Slow Hands,Niall Horan,12221179,167NczpNbRF7oWakJaY3Hh,2017-06-09
34,Now Or Never,Halsey,11973097,7i2DJ88J7jQ8K7zqFX2fW8,2017-06-09
35,Redbone,Childish Gambino,11721325,3kxfsdsCpFgN412fpnW85Y,2017-06-09
36,Slide (feat. Frank Ocean & Migos),Calvin Harris,11704848,6gpcs5eMhJwax4mIfKDYQk,2017-06-09
37,Passionfruit,Drake,11596095,7hDc8b7IXETo14hHIHdnhd,2017-06-09
38,Galway Girl,Ed Sheeran,11566804,0afhq8XCExXpqazXczTSve,2017-06-09
39,1-800-273-8255,Logic,11325822,5tz69p7tJuGPeMGwNTxYuV,2017-06-09
40,Crying in the Club,Camila Cabello,11148517,1SJtlNRJDeYHioymcvsqev,2017-06-09
41,Swish Swish,Katy Perry,10976067,2kVHAQKVtczchKctctzbtK,2017-06-09
42,DNA.,Kendrick Lamar,10681561,6HZILIRieu8S0iqY8kIKhj,2017-06-09
43,Your Song,Rita Ora,10630950,4c2W3VKsOFoIg2SFaO6DY5,2017-06-09
44,Location,Khalid,10389758,152lZdxL1OR0ZMW6KquMif,2017-06-09
45,Issues,Julia Michaels,10371528,1sXUWdKx03aP9Gmzft58rt,2017-06-09
46,Believer,Imagine Dragons,10287248,6VRghJeP6I0w1KxkdWFfIh,2017-06-09
47,Escápate Conmigo,Wisin,9938029,2cnKEkpVUSV4wnjQiTWfH6,2017-06-09
48,Ahora Dice,Chris Jeday,9235404,22eADXu8DfOAUEDw4vU8qy,2017-06-09
49,More Than You Know,Axwell /\ Ingrosso,9202134,4q8PHoRsPUB52LFylX8Ulz,2017-06-09
50,Scared to Be Lonely,Martin Garrix,9193730,3ebXMykcMXOcLeJ9xZ17XH,2017-06-09
51,iSpy (feat. Lil Yachty),KYLE,8995910,2EEeOnHehOozLq4aS0n6SL,2017-06-09
52,The Cure,Lady Gaga,8321475,51PIvodunv6NmX5250zxAh,2017-06-09
53,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,8222348,5knuzwU65gJK7IF5yJsuaW,2017-06-09
54,To the Max,DJ Khaled,7875553,3pC1ILr9KzmQLMe8Kn5QBG,2017-06-09
55,Rollin (feat. Future & Khalid),Calvin Harris,7851950,3FDrI0FLKzrYQiWxPhqV2W,2017-06-09
56,Down,Fifth Harmony,7689791,7LEydI5NfjY6mZfKwYIptZ,2017-06-09
57,Most Girls,Hailee Steinfeld,7676448,2mfUa8bLs2s5N4VaqJZ4lZ,2017-06-09
58,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,7658766,3NdDpSvN911VPGivFlV5d0,2017-06-09
59,Magnolia,Playboi Carti,7625837,1e1JKLEDKP7hEQzJfNAgPl,2017-06-09
60,Hey DJ,CNCO,7515947,209gZgcfLq2aUuu51vOWBl,2017-06-09
61,OK,Robin Schulz,7416654,3bWAqKDWg6u1davspr5IkS,2017-06-09
62,Say You Won't Let Go,James Arthur,7298194,5uCax9HTNlzGybIStD3vDh,2017-06-09
63,El Amante,Nicky Jam,7235229,3umS4y3uQDkqekNjVpiRUs,2017-06-09
64,Bon appétit,Katy Perry,7233528,61WbtB6ujkpNAsAf5LjF4b,2017-06-09
65,goosebumps,Travis Scott,7224683,6gBFPUFcJLzWGx4lenP6h2,2017-06-09
